gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G0400150,2008,ARIZONA,Mohave County,199177,13311.084,28650,12709,186468,80361,5748,11015,57612,5986,84596,75389,9097,110,77229,39785,21523,31502,179540,1854,1932,3429,310,5518,6594,1688,983,2071,2884,827,836,142,315,2697,2972,9782,9559,2574,2296,1310,1350,3201,3329,6356,5528,1752,1171,1300,551,24276,34598,88716,4161,12500,22092,44333,1180,131572
G0400170,2008,ARIZONA,Navajo County,107060,9950.422,11235,2806,104254,35366,2337,4788,23817,4424,42280,36993,5228,59,35863,39774,16745,25493,51689,869,381,46059,128,4386,3548,772,721,1314,1526,275,656,97,218,1576,1587,3471,3999,1352,1464,941,887,446,970,1695,1616,658,305,478,306,8243,26590,39549,1618,4355,15579,19761,460,71260
G0400190,2008,ARIZONA,Pima County,964462,9187.036,324303,127491,836971,381880,23090,46305,280927,31558,466079,423298,36840,5941,300971,45521,25093,154259,729000,33329,25108,30789,1283,114651,30302,6494,5747,17465,17368,10853,12625,4450,5333,7746,8141,29743,34016,22464,23146,17538,16582,4130,7132,13507,19401,11732,10543,12008,8121,99444,245472,372455,15240,46798,206254,182406,4768,571034
G0400210,2008,ARIZONA,Pinal County,329297,5365.612,95091,34601,294696,118826,5215,12905,93174,7532,136547,125577,10490,480,115469,51310,21716,40804,242656,13836,5642,17961,1330,37307,10565,3970,1886,7377,6698,3043,3771,687,1244,4004,2871,10882,11145,4580,3837,2549,2463,1956,2379,5498,5104,2888,2325,2313,1519,29230,65349,144322,4137,12603,44254,59421,1208,224414
G0400230,2008,ARIZONA,Santa Cruz County,46051,1236.916,37762,15437,30614,12078,816,1949,8004,1309,18730,16540,2184,6,14808,36519,16209,11519,34027,169,127,405,51,10663,609,325,109,306,703,252,245,91,73,633,1168,867,773,783,652,385,303,267,421,317,558,511,339,338,273,2910,10710,17616,739,2453,8683,4518,102,32748
G0400250,2008,ARIZONA,Yavapai County,209260,8123.499,27422,15126,194134,89109,5733,11028,65732,6616,94019,87166,6633,220,79276,43290,25527,28134,189934,1127,1445,4083,251,7655,4765,1322,941,2841,2855,1003,1121,337,381,1742,1720,10281,10708,4963,5270,2997,3744,1381,2366,6242,7343,3868,2941,3363,1611,25529,37706,96016,2426,13830,36889,61192,1567,109612
G0400270,2008,ARIZONA,Yuma County,190526,5513.992,111052,48838,141688,69563,4870,10271,48857,5565,80070,68122,8469,3479,62465,40340,18418,38553,143632,3774,2079,2604,284,33476,4677,2014,1570,3199,3285,1109,1480,166,308,2247,2217,4205,4736,1623,1738,1245,1170,1760,1766,3137,3712,1263,882,920,415,12794,36403,84389,4081,8143,18559,24577,479,146911
G0500010,2008,ARKANSAS,Arkansas County,19321,988.77,428,306,19015,8202,700,1221,5406,875,9960,9224,733,3,5560,37230,22142,3500,13898,4712,51,140,0,263,257,238,159,161,387,73,148,48,85,300,263,543,721,313,182,176,181,160,299,234,258,58,93,44,57,2003,3573,8199,424,1509,2619,4185,174,12343
G0500030,2008,ARKANSAS,Ashley County,22126,925.349,963,436,21690,8901,880,1361,5566,1094,9850,8838,1004,8,7446,34934,18779,4039,15307,5739,20,57,0,612,391,119,100,331,342,83,151,0,31,281,423,489,403,253,334,189,124,294,391,227,289,111,197,90,37,1831,3785,9996,498,1506,2976,5406,260,13484
G0500050,2008,ARKANSAS,Baxter County,41388,554.283,699,805,40583,18744,1528,3458,12588,1170,17213,15771,1359,83,17535,35606,21513,6270,40215,29,186,255,7,152,544,179,280,487,428,247,272,27,22,506,556,1470,1826,703,579,385,380,700,959,1294,1071,613,369,354,111,4505,5240,21246,624,3558,6539,12852,590,21407
G0500070,2008,ARKANSAS,Benton County,209911,847.357,31060,19970,189941,78947,3928,8686,62056,4277,103776,98002,5518,256,53721,50434,25186,24290,178326,2271,5421,3438,135,14791,5529,1821,1385,3027,3457,3524,3429,916,1484,1646,1532,4951,5448,3979,3972,2131,1577,919,1445,2690,3033,1622,1155,1281,744,16221,34769,98278,2563,8431,23331,51124,1618,133838
G0500090,2008,ARKANSAS,Boone County,36710,590.231,674,359,36351,14317,696,2110,9781,1730,17077,15866,1179,32,12011,36977,20507,5728,35442,63,185,252,2,133,633,243,99,416,566,90,252,88,60,496,418,1159,1244,467,517,246,263,262,590,529,491,278,316,152,92,3797,5854,17094,532,2264,4435,10575,464,21236
G0500110,2008,ARKANSAS,Bradley County,11638,649.231,1331,797,10841,4877,471,923,2863,620,5154,4787,337,30,3987,29908,18845,3519,7161,3377,0,143,0,912,45,41,70,138,76,59,13,0,27,174,159,221,318,104,235,91,48,201,220,76,66,71,92,45,21,852,2376,5111,241,695,1680,2262,99,7597
G0500130,2008,ARKANSAS,Calhoun County,5529,628.581,193,80,5449,2123,146,398,1361,218,2646,2469,177,0,1933,32450,16457,660,4072,1186,0,0,0,180,91,20,86,3,158,8,13,0,0,97,35,132,200,56,39,10,24,90,113,34,50,12,37,18,14,560,1202,2243,169,418,691,1462,64,3312
G0500150,2008,ARKANSAS,Carroll County,26971,630.087,3286,1981,24990,11437,944,2101,7418,974,13041,12022,1019,0,8601,34235,19743,4486,24175,155,193,209,63,1766,410,216,108,259,304,167,215,45,6,656,393,695,874,411,456,238,190,202,331,552,449,315,180,222,187,2469,4292,13122,479,1582,4172,6083,324,16392
G0500170,2008,ARKANSAS,Chicot County,12102,644.304,481,274,11828,4705,790,1059,2094,762,4619,3903,713,3,4911,21676,14668,3851,5057,6615,32,0,0,249,149,84,73,166,53,8,82,0,129,289,318,212,203,123,153,23,85,122,339,90,149,56,72,69,37,1194,3166,3757,399,1224,3043,2119,46,6894
G0500190,2008,ARKANSAS,Clark County,23083,866.074,884,516,22567,8348,800,1600,4929,1019,11302,10211,1033,58,7767,31968,17186,4736,16973,5351,159,63,0,179,358,61,24,217,332,128,243,131,78,225,211,485,532,350,507,162,265,225,426,132,223,80,119,140,220,1587,7920,8023,367,1378,4267,4608,219,13989
G0500210,2008,ARKANSAS,Clay County,16297,639.465,187,69,16228,6787,762,1268,3868,889,7343,6470,863,10,5742,29066,18892,3048,15958,18,0,122,0,32,167,41,72,111,133,80,57,10,31,350,234,471,346,151,79,41,220,215,346,214,193,80,76,0,34,1803,2567,7428,271,1264,2244,3032,235,10786
G0500230,2008,ARKANSAS,Cleburne County,25692,553.692,481,357,25335,10755,1016,1818,7017,904,10356,9577,758,21,10873,35753,20371,4330,25025,144,4,109,7,25,378,151,92,158,485,90,97,23,50,420,501,677,797,425,389,187,194,411,466,573,609,246,246,205,89,2426,3415,13199,335,2114,2951,7962,425,14354
G0500250,2008,ARKANSAS,Cleveland County,8769,597.783,136,27,8742,3309,159,504,2205,441,3816,3502,314,0,2991,36957,19481,1322,7507,1109,0,22,0,26,105,43,46,136,112,42,87,7,8,95,91,232,224,148,99,24,5,60,145,32,72,89,47,28,29,792,1636,3901,149,437,911,2451,143,5264
G0500270,2008,ARKANSAS,Columbia County,24756,766.053,492,568,24188,9895,805,1634,6154,1302,11343,10040,1303,0,8456,35148,20110,5309,15112,9140,164,52,12,96,180,63,53,444,341,273,260,53,118,335,376,595,717,500,351,270,218,309,461,224,273,168,209,128,66,2205,5825,9688,620,1759,3554,5861,143,15198
G0500290,2008,ARKANSAS,Conway County,21059,552.25,737,393,20666,8235,878,1403,4869,1085,9084,8453,589,42,7550,32700,19909,3556,17897,2507,23,152,0,163,317,158,87,105,499,54,78,35,75,200,221,601,496,244,287,77,148,214,284,178,267,138,121,98,103,2536,3994,8489,381,1488,3149,4691,298,12921
G0500310,2008,ARKANSAS,Craighead County,93329,707.206,3878,2956,90373,35864,2956,4925,24034,3949,47027,43209,3796,22,25862,39233,21728,17458,78671,11570,1111,310,0,517,1150,878,630,1636,2007,1232,1589,227,477,954,723,1946,1977,1297,1599,1029,1177,686,1036,751,801,518,408,453,478,8816,20498,37825,1852,4854,11294,18881,793,62361
G0500330,2008,ARKANSAS,Crawford County,60778,593.094,3521,2280,58498,22882,1914,3055,16081,1832,28918,27246,1634,38,17493,40197,18715,11080,55161,811,884,867,0,1196,1859,482,281,691,1105,373,458,160,234,1150,1238,1895,1878,708,645,425,387,652,1035,725,562,206,110,146,101,5567,9712,28568,823,2731,5238,14688,606,40246
G0500350,2008,ARKANSAS,Crittenden County,50673,609.76,1036,523,50150,18717,1721,3016,11664,2316,23397,20406,2942,49,13700,33716,18241,13603,24073,25083,206,26,34,261,990,589,345,796,1036,470,437,44,194,981,1358,1457,1623,637,601,189,209,392,702,282,428,70,188,113,76,4824,12641,16240,1695,2758,10330,7650,275,32418
G0500370,2008,ARKANSAS,Cross County,18144,616.381,249,28,18116,6638,629,901,4370,738,8572,7950,622,0,5517,37021,18248,2984,13690,4164,0,46,0,37,207,139,142,72,241,89,74,13,115,362,421,401,483,235,353,63,45,222,308,50,183,69,101,20,0,1474,3483,7561,470,1331,2580,4393,157,11014
G0500390,2008,ARKANSAS,Dallas County,8280,667.386,171,18,8262,3160,298,585,1759,518,3425,3080,345,0,3110,29602,16457,1340,4552,3587,0,0,0,132,9,31,26,48,143,0,68,0,0,257,130,130,258,68,64,49,68,57,129,93,55,67,90,54,8,996,1480,3277,143,723,1471,1757,90,4962
G0500410,2008,ARKANSAS,Desha County,13351,768.152,533,252,13099,5302,477,980,2918,927,6163,5312,807,44,4047,29051,17582,3681,6393,6230,0,94,0,427,207,143,53,145,263,93,106,20,54,268,290,164,348,186,148,33,81,166,173,52,187,78,72,46,13,1061,3191,4842,267,1046,2569,1999,110,8673
G0500430,2008,ARKANSAS,Drew County,18546,828.356,437,315,18231,7383,497,1221,4453,1212,8985,7879,1101,5,5743,32558,18903,4174,12904,5304,103,0,0,105,130,129,142,367,259,224,249,22,48,291,216,342,477,285,403,243,166,165,341,224,237,80,32,66,53,1858,4219,7384,249,1245,2598,3860,152,11936
G0500450,2008,ARKANSAS,Faulkner County,108375,647.884,3923,3940,104435,40928,2998,4576,29670,3684,56668,52443,3921,304,27851,45287,22811,15840,93069,10848,1178,429,30,690,2131,424,367,1831,1893,1615,1824,313,547,961,765,2850,2838,1891,1988,1195,1105,656,959,905,1101,523,385,456,366,9157,26099,44876,1655,4353,14955,25362,862,67196
G0500470,2008,ARKANSAS,Franklin County,18176,608.857,379,189,17987,6741,919,1133,4146,543,7923,7293,593,37,6391,32064,18010,3219,17354,78,73,147,0,26,498,71,13,136,229,87,213,31,11,312,276,531,716,153,177,82,65,94,249,259,367,104,130,52,43,2159,2962,7574,491,1324,1869,4411,195,11701
G0500490,2008,ARKANSAS,Fulton County,12263,618.194,100,47,12216,4823,366,994,2905,558,5147,4634,506,7,4753,30598,17067,2421,11927,0,0,150,0,0,186,0,17,133,242,97,11,14,15,374,182,402,443,119,134,122,61,174,152,176,225,39,29,70,44,1227,1902,5956,168,851,1819,2702,155,7587
G0500510,2008,ARKANSAS,Garland County,95290,677.781,4317,4129,91161,40146,3432,6227,26777,3710,42530,39086,3414,30,35015,36844,22786,16552,81998,7739,777,522,15,2731,1508,584,579,1202,1325,517,740,191,203,1148,1158,3451,3574,2141,2072,937,993,885,1506,1983,2543,1503,809,1086,642,11669,17334,40993,1636,7352,15899,26825,995,51571
G0500530,2008,ARKANSAS,Grant County,17657,631.809,344,237,17420,6761,242,639,5458,422,8860,8418,442,0,5001,51589,22229,1535,16862,496,14,14,0,62,209,129,71,165,211,67,91,11,69,248,127,408,473,269,203,187,214,193,291,98,154,99,53,40,54,1371,2510,9277,202,818,1562,5023,208,10864
G0500550,2008,ARKANSAS,Greene County,41318,577.699,853,397,40921,16154,1275,2312,10739,1828,19401,17874,1503,24,12508,38209,18225,6635,40176,305,57,224,0,145,411,248,221,576,898,202,278,50,116,690,705,965,1131,283,392,258,95,358,528,383,413,138,108,229,124,4634,6189,18835,827,2157,4541,8578,493,27706
G0500570,2008,ARKANSAS,Hempstead County,22747,727.52,2581,1288,21459,8715,802,1346,5500,1067,10665,9869,796,0,6778,35708,17177,5020,14719,6872,2,164,0,663,327,169,202,365,449,129,182,25,59,348,237,460,918,426,321,57,136,292,358,342,305,113,53,51,91,1880,4267,9870,375,1387,2869,4273,207,15398
G0500590,2008,ARKANSAS,Hot Spring County,32671,615.202,859,271,32400,11942,923,1717,8253,1049,14868,13200,1579,89,11137,37150,18248,3872,28327,3307,103,79,0,144,711,263,232,500,483,194,331,22,59,472,455,1190,882,338,401,141,258,341,631,336,364,166,116,59,109,4122,5763,13944,732,1862,4288,7209,458,20716
G0500610,2008,ARKANSAS,Howard County,13778,588.554,1240,803,12975,5158,354,1058,3191,555,6816,6369,447,0,3803,34554,18216,2999,9623,2894,43,110,0,965,143,136,157,112,150,100,79,32,0,178,214,311,351,143,154,99,92,194,194,97,214,120,64,35,19,1201,2548,5591,361,1028,1746,2957,143,8932
G0500630,2008,ARKANSAS,Independence County,35994,763.953,1841,1450,34544,14799,1130,2557,9643,1469,16984,15752,1165,67,11337,34625,19912,6728,34099,791,326,195,12,171,400,232,85,556,648,68,439,67,40,462,500,1062,1208,451,516,311,232,304,538,403,621,110,217,249,52,3313,5978,16525,788,2234,3688,8255,356,23695
G0500650,2008,ARKANSAS,Izard County,13636,580.577,179,250,13386,5762,541,1099,3413,709,5191,4806,385,0,6147,31673,17737,2430,13116,209,55,17,0,0,239,78,48,116,148,92,62,13,48,227,206,482,582,102,166,91,77,215,263,334,363,116,107,86,63,1314,1909,7016,362,949,1792,3193,233,8418
G0500670,2008,ARKANSAS,Jackson County,18015,633.938,397,156,17859,6391,819,1328,3430,814,6786,6059,726,1,7836,27615,14874,4083,14545,3005,13,108,9,64,271,376,213,236,342,73,43,4,28,316,402,387,359,93,198,55,67,182,345,94,148,36,42,18,51,2020,4104,6771,500,1516,2207,3118,257,12433
G0500690,2008,ARKANSAS,Jefferson County,78447,870.746,1223,1210,77237,28048,2676,3823,18097,3452,36010,30712,5093,205,25769,35998,18681,16646,33697,41916,650,322,0,584,1278,760,427,1201,1660,460,558,157,178,1270,1089,2259,2666,1231,1496,511,668,788,1279,769,743,353,469,284,306,9085,21806,25167,1955,4790,18465,10655,569,48758
G0500710,2008,ARKANSAS,Johnson County,25180,659.804,2870,1693,23487,9350,931,1946,5348,1125,11268,10385,871,12,8192,30592,16937,4753,23945,404,42,224,12,80,473,351,175,288,432,87,220,57,32,370,209,545,611,490,351,143,188,231,298,267,304,108,94,80,40,3071,4732,9987,296,1824,3034,4922,224,17000
G0500730,2008,ARKANSAS,Lafayette County,7764,528.268,109,35,7729,2775,345,502,1459,469,3103,2742,361,0,3258,27515,17699,1530,4756,2939,0,6,5,8,50,125,29,46,41,39,57,2,9,130,100,213,251,63,65,33,126,91,160,106,65,75,44,37,5,675,1891,3044,187,661,1133,1685,84,4862
G0500750,2008,ARKANSAS,Lawrence County,17340,587.614,158,76,17264,6768,864,1181,3796,927,7266,6608,658,0,6532,30288,15168,3988,16876,46,0,148,0,42,228,88,112,272,258,33,70,25,38,346,292,427,421,136,165,52,108,246,362,142,151,107,58,29,54,1563,2992,7707,485,1276,2138,3357,335,11510
G0500770,2008,ARKANSAS,Lee County,10709,602.621,172,145,10564,3516,440,551,1886,639,4044,3315,729,0,4638,30494,13103,2642,4496,5909,28,147,0,110,19,239,47,140,129,30,0,0,11,355,210,268,218,130,136,14,21,242,225,41,51,16,35,16,51,1211,3360,3054,277,924,2263,1454,46,6946
G0500790,2008,ARKANSAS,Lincoln County,14203,561.517,368,159,14044,4057,409,585,2472,591,5225,4617,608,0,6534,35737,15024,3027,9324,4328,8,62,0,281,200,309,22,220,169,0,83,8,3,353,232,325,219,154,118,84,35,110,177,91,109,23,58,27,24,1522,4375,4707,565,735,1710,2513,183,9797
G0500810,2008,ARKANSAS,Little River County,13145,532.253,223,43,13102,5405,634,775,3417,579,6328,5751,573,4,4163,33416,18808,2377,9746,2783,0,194,0,253,169,70,63,247,201,18,36,4,55,294,191,291,469,151,235,63,108,74,259,174,155,40,66,8,25,1349,2376,5775,323,829,1753,3247,152,7993
G0500830,2008,ARKANSAS,Logan County,22580,708.125,541,262,22318,8323,678,1363,5569,713,9916,9044,821,51,7660,37551,19121,3218,21321,175,353,221,0,128,382,303,147,148,181,140,91,12,10,520,364,559,468,243,310,108,139,233,403,321,276,70,143,42,38,2395,3614,10212,431,1257,2286,5350,271,14673
G0500850,2008,ARKANSAS,Lonoke County,65846,770.728,2040,1121,64725,24136,1283,2587,18622,1644,33769,30225,2452,1092,15660,50757,22473,8208,59251,4207,408,350,0,526,1104,331,297,1176,1411,537,801,151,207,739,560,1993,2185,958,721,454,423,332,675,557,620,297,172,102,168,6061,10785,29500,1256,3106,5968,17242,531,42105
G0500870,2008,ARKANSAS,Madison County,15507,834.255,672,337,15170,5762,407,915,3848,592,6996,6705,291,0,5113,36502,18611,2864,14776,48,73,137,0,208,265,100,79,161,221,64,82,13,35,354,245,391,480,356,204,64,145,210,293,106,89,86,55,63,17,1522,2417,7418,196,785,2144,3972,212,9179
G0500890,2008,ARKANSAS,Marion County,16779,597.009,221,342,16437,7239,809,1296,4517,617,6911,6419,492,0,7123,34109,19532,2582,16230,0,51,177,0,87,234,117,74,141,250,29,135,7,63,258,312,745,754,214,175,101,285,214,205,470,448,283,105,91,43,1295,2170,9328,255,1184,2384,4524,254,9617
G0500910,2008,ARKANSAS,Miller County,43048,625.578,1049,711,42337,16577,1472,2424,11082,1599,19888,18229,1585,74,13625,40307,19654,7549,31225,10446,265,243,0,135,734,314,357,730,927,118,288,56,106,563,528,1295,1598,455,514,152,261,201,651,423,437,415,185,106,112,4478,8681,17185,1110,2654,4869,9913,281,27985
G0500930,2008,ARKANSAS,Mississippi County,46815,900.574,1615,1012,45803,17202,1547,2674,10656,2325,20525,18036,2464,25,14386,33407,17736,11728,29759,15877,264,63,0,233,619,415,409,694,1023,321,341,27,102,723,841,1061,1088,478,513,229,271,309,606,434,552,83,174,40,71,4519,10557,16321,1237,3162,6667,6976,367,32805
G0500950,2008,ARKANSAS,Monroe County,8492,607.122,123,101,8391,3453,306,562,1938,647,3536,3132,404,0,3267,29964,17084,1871,4877,3468,92,40,0,9,6,112,74,35,38,0,93,35,17,122,134,238,221,130,119,30,92,154,218,55,83,29,31,17,13,825,1940,3005,293,825,1615,1754,80,5043
G0500970,2008,ARKANSAS,Montgomery County,9490,779.88,311,109,9381,3753,345,452,2413,543,3537,3258,279,0,4099,35705,20010,1847,8918,7,0,221,0,187,157,106,23,48,155,0,41,0,0,179,80,399,303,101,59,90,67,127,182,175,172,98,45,4,21,805,1163,4955,148,672,1092,2365,165,5868
G0500990,2008,ARKANSAS,Nevada County,9149,617.837,42,40,9109,3782,275,479,2515,513,4305,3827,464,14,2921,38375,21020,1806,5962,2995,45,26,0,2,119,99,91,112,191,34,62,0,22,223,132,246,186,96,102,5,100,172,254,136,142,20,22,61,33,951,1452,4031,168,725,1474,2062,99,5514
G0501010,2008,ARKANSAS,Newton County,8394,820.896,37,72,8322,3555,552,571,1922,510,3822,3638,184,0,2967,27441,15904,1879,7994,28,4,37,0,21,310,34,53,168,102,40,37,5,0,122,157,336,228,122,152,33,59,55,188,129,97,57,35,35,16,675,1239,4353,149,541,1182,2588,190,4434
G0501030,2008,ARKANSAS,Ouachita County,26293,732.783,414,205,26088,10714,1148,1669,6363,1534,11619,10123,1486,10,9213,31259,18244,5160,15050,10575,38,81,0,98,451,140,111,431,440,101,230,77,78,547,427,701,929,442,413,104,96,238,601,278,478,195,171,118,89,2973,5345,9845,708,2341,4346,5427,187,16333
G0501050,2008,ARKANSAS,Perry County,10435,551.402,199,60,10375,3952,379,530,2736,307,4503,4217,267,19,3954,43635,19844,1570,9968,261,2,23,0,7,174,63,67,89,78,65,64,0,35,194,163,327,315,123,101,89,49,132,168,127,115,45,22,52,16,1218,1588,4959,128,633,1352,2743,184,6156
G0501070,2008,ARKANSAS,Phillips County,22412,695.663,277,73,22339,8325,747,1554,4578,1446,9330,7766,1548,16,7359,27361,15244,7176,8006,14204,25,0,0,87,90,248,205,354,443,72,156,28,20,673,527,475,678,241,286,98,141,284,475,257,169,95,141,35,70,2120,5726,6528,747,1974,5695,3097,177,13443
G0501090,2008,ARKANSAS,Pike County,11286,600.618,656,297,10989,4137,329,831,2536,441,4988,4511,477,0,3702,32806,18122,2318,10100,394,13,145,0,527,107,123,92,73,108,16,133,0,22,124,174,317,308,79,128,73,178,123,255,152,192,41,7,49,37,940,1907,5030,159,815,1089,2727,150,7320
G0501110,2008,ARKANSAS,Poinsett County,24703,758.389,531,188,24515,9545,1121,1273,5817,1334,11142,9786,1326,30,8243,32267,16625,6274,22427,1718,20,74,29,84,351,152,224,354,339,117,148,23,37,529,443,678,489,192,203,64,113,244,460,174,175,66,80,76,25,2883,4457,9763,536,2074,2742,4903,283,16775
G0501130,2008,ARKANSAS,Polk County,20490,857.679,1072,566,19924,8156,977,1337,5096,746,8778,8334,444,0,7342,32525,16913,4123,18962,42,0,368,8,594,516,151,202,217,284,63,94,4,0,361,285,746,983,135,140,145,148,306,427,380,390,102,118,74,50,2121,2708,9862,171,1604,1957,5473,251,12809
G0501150,2008,ARKANSAS,Pope County,60460,812.548,3602,1960,58500,22535,1678,3290,15539,2028,29874,27880,1976,18,18113,39841,19693,10585,55304,1905,547,428,0,1169,1107,456,269,947,1160,631,647,149,208,884,717,1432,1679,1106,877,542,556,413,711,688,680,279,114,172,253,6026,12642,26173,861,3029,6002,15568,509,38381
G0501170,2008,ARKANSAS,Prairie County,8839,647.958,27,7,8832,3563,252,570,2314,427,3876,3642,229,5,3235,35346,18134,1320,7548,1181,0,37,0,0,73,58,45,65,44,78,61,0,0,184,228,245,146,17,105,33,62,69,160,67,114,16,40,75,14,788,1429,4221,194,657,1048,2223,110,5458
G0501190,2008,ARKANSAS,Pulaski County,377060,759.763,19220,19925,357135,155160,9194,18994,113288,13684,199429,181831,14380,3218,95751,45121,27158,60727,226923,130584,7418,1207,73,4933,5922,2864,1751,6733,7644,5439,7481,2750,3264,3225,3477,10291,12902,9842,9219,5843,6479,1411,3565,3688,5463,2969,2727,2538,1692,40810,90894,141302,8441,18874,88854,70212,2277,215717
G0501210,2008,ARKANSAS,Randolph County,18049,652.191,219,247,17802,7255,903,1191,4197,964,7174,6594,580,0,7224,30222,18751,3472,17512,114,103,50,0,15,255,101,22,348,297,50,310,5,42,258,173,472,453,166,254,133,76,191,440,176,330,55,9,0,0,1955,2633,8453,305,1318,2469,3615,235,11730
G0501250,2008,ARKANSAS,Saline County,102439,723.604,3388,2394,100045,39103,1951,4097,31040,2015,51392,48314,2944,134,29204,51502,24584,9954,94072,4319,889,643,16,1300,1200,553,399,1801,1510,1067,1826,246,440,1031,823,3047,3577,1777,1614,997,1014,661,1144,1349,1399,1125,646,703,458,10388,17604,47335,1563,4987,12695,30981,977,57786
G0501270,2008,ARKANSAS,Scott County,11226,892.32,753,527,10699,4341,511,743,2620,467,4800,4354,429,17,3914,36417,17668,2618,10270,0,476,100,0,86,294,103,76,89,182,27,16,0,0,230,182,235,342,128,121,17,92,184,242,114,55,35,51,56,17,961,1673,5182,158,993,1053,2791,151,7231
