gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G0400250,2008,ARIZONA,Yavapai County,209260,8123.499,27422,15126,194134,89109,5733,11028,65732,6616,94019,87166,6633,220,79276,43290,25527,28134,93016,96918,670,457,486,959,2018,2065,13,238,3925,3730,2498,2267,2263,5696,2124,718,3462,20989,10233,6741,3747,13585,6809,4974,25529,37706,96016,2426,13830,36889,61192,1567,109612
G0400270,2008,ARIZONA,Yuma County,190526,5513.992,111052,48838,141688,69563,4870,10271,48857,5565,80070,68122,8469,3479,62465,40340,18418,38553,71458,72174,2260,1514,773,1306,1242,1362,168,116,16953,16523,2668,2009,3584,6484,2589,474,4464,8941,3361,2415,3526,6849,2145,1335,12794,36403,84389,4081,8143,18559,24577,479,146911
G0500010,2008,ARKANSAS,Arkansas County,19321,988.77,428,306,19015,8202,700,1221,5406,875,9960,9224,733,3,5560,37230,22142,3500,6720,7178,2307,2405,23,28,105,35,0,0,188,75,139,118,397,548,221,133,563,1264,495,357,459,492,151,101,2003,3573,8199,424,1509,2619,4185,174,12343
G0500030,2008,ARKANSAS,Ashley County,22126,925.349,963,436,21690,8901,880,1361,5566,1094,9850,8838,1004,8,7446,34934,18779,4039,7474,7833,2596,3143,20,0,29,28,0,0,377,235,205,186,219,673,234,31,704,892,587,313,685,516,308,127,1831,3785,9996,498,1506,2976,5406,260,13484
G0500050,2008,ARKANSAS,Baxter County,41388,554.283,699,805,40583,18744,1528,3458,12588,1170,17213,15771,1359,83,17535,35606,21513,6270,19361,20854,29,0,48,138,130,125,0,7,51,101,250,294,459,915,519,49,1062,3296,1282,765,1659,2365,982,465,4505,5240,21246,624,3558,6539,12852,590,21407
G0500070,2008,ARKANSAS,Benton County,209911,847.357,31060,19970,189941,78947,3928,8686,62056,4277,103776,98002,5518,256,53721,50434,25186,24290,86969,91357,1309,962,2781,2640,1675,1763,90,45,8237,6554,2624,2905,3206,6484,6953,2400,3178,10399,7951,3708,2364,5723,2777,2025,16221,34769,98278,2563,8431,23331,51124,1618,133838
G0500090,2008,ARKANSAS,Boone County,36710,590.231,674,359,36351,14317,696,2110,9781,1730,17077,15866,1179,32,12011,36977,20507,5728,17316,18126,60,3,97,88,103,149,2,0,22,111,275,358,342,982,342,148,914,2403,984,509,852,1020,594,244,3797,5854,17094,532,2264,4435,10575,464,21236
G0500110,2008,ARKANSAS,Bradley County,11638,649.231,1331,797,10841,4877,471,923,2863,620,5154,4787,337,30,3987,29908,18845,3519,3458,3703,1525,1852,0,0,116,27,0,0,520,392,17,28,111,214,72,27,333,539,339,139,421,142,163,66,852,2376,5111,241,695,1680,2262,99,7597
G0500130,2008,ARKANSAS,Calhoun County,5529,628.581,193,80,5449,2123,146,398,1361,218,2646,2469,177,0,1933,32450,16457,660,2122,1950,583,603,0,0,0,0,0,0,80,100,19,72,106,161,21,0,132,332,95,34,203,84,49,32,560,1202,2243,169,418,691,1462,64,3312
G0500150,2008,ARKANSAS,Carroll County,26971,630.087,3286,1981,24990,11437,944,2101,7418,974,13041,12022,1019,0,8601,34235,19743,4486,11746,12429,122,33,94,99,90,119,32,31,1023,743,246,164,324,563,382,51,1049,1569,867,428,533,1001,495,409,2469,4292,13122,479,1582,4172,6083,324,16392
G0500170,2008,ARKANSAS,Chicot County,12102,644.304,481,274,11828,4705,790,1059,2094,762,4619,3903,713,3,4911,21676,14668,3851,2495,2562,3117,3498,18,14,0,0,0,0,168,81,95,54,157,219,90,129,607,415,276,108,461,239,128,106,1194,3166,3757,399,1224,3043,2119,46,6894
G0500190,2008,ARKANSAS,Clark County,23083,866.074,884,516,22567,8348,800,1600,4929,1019,11302,10211,1033,58,7767,31968,17186,4736,8203,8770,2418,2933,94,65,27,36,0,0,77,102,179,179,85,549,371,209,436,1017,857,427,651,355,199,360,1587,7920,8023,367,1378,4267,4608,219,13989
G0500210,2008,ARKANSAS,Clay County,16297,639.465,187,69,16228,6787,762,1268,3868,889,7343,6470,863,10,5742,29066,18892,3048,7773,8185,15,3,0,0,23,99,0,0,14,18,87,80,113,244,137,41,584,817,230,261,561,407,156,34,1803,2567,7428,271,1264,2244,3032,235,10786
G0500230,2008,ARKANSAS,Cleburne County,25692,553.692,481,357,25335,10755,1016,1818,7017,904,10356,9577,758,21,10873,35753,20371,4330,12312,12713,139,5,0,4,57,52,0,7,7,18,118,260,243,643,187,73,921,1474,814,381,877,1182,492,294,2426,3415,13199,335,2114,2951,7962,425,14354
G0500250,2008,ARKANSAS,Cleveland County,8769,597.783,136,27,8742,3309,159,504,2205,441,3816,3502,314,0,2991,36957,19481,1322,3757,3750,502,607,0,0,13,9,0,0,10,16,52,53,89,248,129,15,186,456,247,29,205,104,136,57,792,1636,3901,149,437,911,2451,143,5264
G0500270,2008,ARKANSAS,Columbia County,24756,766.053,492,568,24188,9895,805,1634,6154,1302,11343,10040,1303,0,8456,35148,20110,5309,7320,7792,4185,4955,94,70,25,27,12,0,53,43,84,96,116,785,533,171,711,1312,851,488,770,497,377,194,2205,5825,9688,620,1759,3554,5861,143,15198
G0500290,2008,ARKANSAS,Conway County,21059,552.25,737,393,20666,8235,878,1403,4869,1085,9084,8453,589,42,7550,32700,19909,3556,8870,9027,1166,1341,14,9,45,107,0,0,83,80,233,84,245,604,132,110,421,1097,531,225,498,445,259,201,2536,3994,8489,381,1488,3149,4691,298,12921
G0500310,2008,ARKANSAS,Craighead County,93329,707.206,3878,2956,90373,35864,2956,4925,24034,3949,47027,43209,3796,22,25862,39233,21728,17458,38537,40134,5334,6236,505,606,168,142,0,0,259,258,562,588,1508,3643,2821,704,1677,3923,2896,2206,1722,1552,926,931,8816,20498,37825,1852,4854,11294,18881,793,62361
G0500330,2008,ARKANSAS,Crawford County,60778,593.094,3521,2280,58498,22882,1914,3055,16081,1832,28918,27246,1634,38,17493,40197,18715,11080,27517,27644,392,419,447,437,374,493,0,0,457,739,904,955,763,1796,831,394,2388,3773,1353,812,1687,1287,316,247,5567,9712,28568,823,2731,5238,14688,606,40246
G0500350,2008,ARKANSAS,Crittenden County,50673,609.76,1036,523,50150,18717,1721,3016,11664,2316,23397,20406,2942,49,13700,33716,18241,13603,11789,12284,11625,13458,129,77,5,21,13,21,123,138,396,594,934,1832,907,238,2339,3080,1238,398,1094,710,258,189,4824,12641,16240,1695,2758,10330,7650,275,32418
G0500370,2008,ARKANSAS,Cross County,18144,616.381,249,28,18116,6638,629,901,4370,738,8572,7950,622,0,5517,37021,18248,2984,6683,7007,1960,2204,0,0,9,37,0,0,28,9,23,184,281,313,163,128,783,884,588,108,530,233,170,20,1474,3483,7561,470,1331,2580,4393,157,11014
G0500390,2008,ARKANSAS,Dallas County,8280,667.386,171,18,8262,3160,298,585,1759,518,3425,3080,345,0,3110,29602,16457,1340,2208,2344,1765,1822,0,0,0,0,0,0,84,48,5,4,57,191,68,0,387,388,132,117,186,148,157,62,996,1480,3277,143,723,1471,1757,90,4962
G0500410,2008,ARKANSAS,Desha County,13351,768.152,533,252,13099,5302,477,980,2918,927,6163,5312,807,44,4047,29051,17582,3681,3118,3275,2813,3417,0,0,36,58,0,0,237,190,109,98,196,408,199,74,558,512,334,114,339,239,150,59,1061,3191,4842,267,1046,2569,1999,110,8673
G0500430,2008,ARKANSAS,Drew County,18546,828.356,437,315,18231,7383,497,1221,4453,1212,8985,7879,1101,5,5743,32558,18903,4174,6294,6610,2461,2843,62,41,0,0,0,0,73,32,112,18,271,626,473,70,507,819,688,409,506,461,112,119,1858,4219,7384,249,1245,2598,3860,152,11936
G0500450,2008,ARKANSAS,Faulkner County,108375,647.884,3923,3940,104435,40928,2998,4576,29670,3684,56668,52443,3921,304,27851,45287,22811,15840,45904,47165,5157,5691,569,609,207,222,4,26,273,417,1061,1070,791,3724,3439,860,1726,5688,3879,2300,1615,2006,908,822,9157,26099,44876,1655,4353,14955,25362,862,67196
G0500470,2008,ARKANSAS,Franklin County,18176,608.857,379,189,17987,6741,919,1133,4146,543,7923,7293,593,37,6391,32064,18010,3219,8556,8798,32,46,23,50,50,97,0,0,0,26,161,337,84,365,300,42,588,1247,330,147,343,626,234,95,2159,2962,7574,491,1324,1869,4411,195,11701
G0500490,2008,ARKANSAS,Fulton County,12263,618.194,100,47,12216,4823,366,994,2905,558,5147,4634,506,7,4753,30598,17067,2421,5831,6096,0,0,0,0,74,76,0,0,0,0,90,96,17,375,108,29,556,845,253,183,326,401,68,114,1227,1902,5956,168,851,1819,2702,155,7587
G0500510,2008,ARKANSAS,Garland County,95290,677.781,4317,4129,91161,40146,3432,6227,26777,3710,42530,39086,3414,30,35015,36844,22786,16552,39604,42394,3971,3768,313,464,247,275,15,0,1543,1188,675,833,1163,2527,1257,394,2306,7025,4213,1930,2391,4526,2312,1728,11669,17334,40993,1636,7352,15899,26825,995,51571
G0500530,2008,ARKANSAS,Grant County,17657,631.809,344,237,17420,6761,242,639,5458,422,8860,8418,442,0,5001,51589,22229,1535,8354,8508,268,228,0,14,0,14,0,0,32,30,136,73,200,376,158,80,375,881,472,401,484,252,152,94,1371,2510,9277,202,818,1562,5023,208,10864
G0500550,2008,ARKANSAS,Greene County,41318,577.699,853,397,40921,16154,1275,2312,10739,1828,19401,17874,1503,24,12508,38209,18225,6635,19752,20424,205,100,33,24,96,128,0,0,72,73,179,232,469,1474,480,166,1395,2096,675,353,886,796,246,353,4634,6189,18835,827,2157,4541,8578,493,27706
G0500570,2008,ARKANSAS,Hempstead County,22747,727.52,2581,1288,21459,8715,802,1346,5500,1067,10665,9869,796,0,6778,35708,17177,5020,7313,7406,3078,3794,0,2,76,88,0,0,385,278,175,152,371,814,311,84,585,1378,747,193,650,647,166,142,1880,4267,9870,375,1387,2869,4273,207,15398
G0500590,2008,ARKANSAS,Hot Spring County,32671,615.202,859,271,32400,11942,923,1717,8253,1049,14868,13200,1579,89,11137,37150,18248,3872,14387,13940,1710,1597,31,72,50,29,0,0,130,14,276,435,495,983,525,81,927,2072,739,399,972,700,282,168,4122,5763,13944,732,1862,4288,7209,458,20716
G0500610,2008,ARKANSAS,Howard County,13778,588.554,1240,803,12975,5158,354,1058,3191,555,6816,6369,447,0,3803,34554,18216,2999,4706,4917,1264,1630,21,22,64,46,0,0,477,488,75,68,293,262,179,32,392,662,297,191,388,311,184,54,1201,2548,5591,361,1028,1746,2957,143,8932
G0500630,2008,ARKANSAS,Independence County,35994,763.953,1841,1450,34544,14799,1130,2557,9643,1469,16984,15752,1165,67,11337,34625,19912,6728,16616,17483,412,379,44,282,47,148,0,12,162,9,247,153,317,1204,507,107,962,2270,967,543,842,1024,327,301,3313,5978,16525,788,2234,3688,8255,356,23695
G0500650,2008,ARKANSAS,Izard County,13636,580.577,179,250,13386,5762,541,1099,3413,709,5191,4806,385,0,6147,31673,17737,2430,6659,6457,126,83,35,20,17,0,0,0,0,0,179,60,126,264,154,61,433,1064,268,168,478,697,223,149,1314,1909,7016,362,949,1792,3193,233,8418
G0500670,2008,ARKANSAS,Jackson County,18015,633.938,397,156,17859,6391,819,1328,3430,814,6786,6059,726,1,7836,27615,14874,4083,7168,7377,1543,1462,0,13,60,48,0,9,53,11,99,172,589,578,116,32,718,746,291,122,527,242,78,69,2020,4104,6771,500,1516,2207,3118,257,12433
G0500690,2008,ARKANSAS,Jefferson County,78447,870.746,1223,1210,77237,28048,2676,3823,18097,3452,36010,30712,5093,205,25769,35998,18681,16646,17067,16630,19992,21924,268,382,176,146,0,0,352,232,686,592,1187,2861,1018,335,2359,4925,2727,1179,2067,1512,822,590,9085,21806,25167,1955,4790,18465,10655,569,48758
G0500710,2008,ARKANSAS,Johnson County,25180,659.804,2870,1693,23487,9350,931,1946,5348,1125,11268,10385,871,12,8192,30592,16937,4753,11782,12163,357,47,19,23,117,107,12,0,48,32,204,269,526,720,307,89,579,1156,841,331,529,571,202,120,3071,4732,9987,296,1824,3034,4922,224,17000
G0500730,2008,ARKANSAS,Lafayette County,7764,528.268,109,35,7729,2775,345,502,1459,469,3103,2742,361,0,3258,27515,17699,1530,2468,2288,1472,1467,0,0,1,5,5,0,8,0,29,21,154,87,96,11,230,464,128,159,251,171,119,42,675,1891,3044,187,661,1133,1685,84,4862
G0500750,2008,ARKANSAS,Lawrence County,17340,587.614,158,76,17264,6768,864,1181,3796,927,7266,6608,658,0,6532,30288,15168,3988,8250,8626,23,23,0,0,70,78,0,0,23,19,137,91,200,530,103,63,638,848,301,160,608,293,165,83,1563,2992,7707,485,1276,2138,3357,335,11510
G0500770,2008,ARKANSAS,Lee County,10709,602.621,172,145,10564,3516,440,551,1886,639,4044,3315,729,0,4638,30494,13103,2642,2567,1929,3104,2805,22,6,103,44,0,0,66,44,6,13,286,269,30,11,565,486,266,35,467,92,51,67,1211,3360,3054,277,924,2263,1454,46,6946
G0500790,2008,ARKANSAS,Lincoln County,14203,561.517,368,159,14044,4057,409,585,2472,591,5225,4617,608,0,6534,35737,15024,3027,5265,4059,2766,1562,8,0,62,0,0,0,169,112,82,118,331,389,83,11,585,544,272,119,287,200,81,51,1522,4375,4707,565,735,1710,2513,183,9797
G0500810,2008,ARKANSAS,Little River County,13145,532.253,223,43,13102,5405,634,775,3417,579,6328,5751,573,4,4163,33416,18808,2377,4783,4963,1348,1435,0,0,83,111,0,0,172,81,43,126,133,448,54,59,485,760,386,171,333,329,106,33,1349,2376,5775,323,829,1753,3247,152,7993
G0500830,2008,ARKANSAS,Logan County,22580,708.125,541,262,22318,8323,678,1363,5569,713,9916,9044,821,51,7660,37551,19121,3218,10703,10618,123,52,155,198,125,96,0,0,34,94,195,187,450,329,231,22,884,1027,553,247,636,597,213,80,2395,3614,10212,431,1257,2286,5350,271,14673
G0500850,2008,ARKANSAS,Lonoke County,65846,770.728,2040,1121,64725,24136,1283,2587,18622,1644,33769,30225,2452,1092,15660,50757,22473,8208,29262,29989,2016,2191,160,248,181,169,0,0,295,231,527,577,628,2587,1338,358,1299,4178,1679,877,1007,1177,469,270,6061,10785,29500,1256,3106,5968,17242,531,42105
G0500870,2008,ARKANSAS,Madison County,15507,834.255,672,337,15170,5762,407,915,3848,592,6996,6705,291,0,5113,36502,18611,2864,7410,7366,45,3,9,64,69,68,0,0,82,126,135,130,179,382,146,48,599,871,560,209,503,195,141,80,1522,2417,7418,196,785,2144,3972,212,9179
G0500890,2008,ARKANSAS,Marion County,16779,597.009,221,342,16437,7239,809,1296,4517,617,6911,6419,492,0,7123,34109,19532,2582,8083,8147,0,0,10,41,60,117,0,0,17,70,155,79,191,391,164,70,570,1499,389,386,419,918,388,134,1295,2170,9328,255,1184,2384,4524,254,9617
G0500910,2008,ARKANSAS,Miller County,43048,625.578,1049,711,42337,16577,1472,2424,11082,1599,19888,18229,1585,74,13625,40307,19654,7549,15662,15563,4833,5613,138,127,68,175,0,0,67,68,399,335,671,1657,406,162,1091,2893,969,413,852,860,600,218,4478,8681,17185,1110,2654,4869,9913,281,27985
G0500930,2008,ARKANSAS,Mississippi County,46815,900.574,1615,1012,45803,17202,1547,2674,10656,2325,20525,18036,2464,25,14386,33407,17736,11728,14658,15101,7354,8523,83,181,24,39,0,0,79,154,330,289,824,1717,662,129,1564,2149,991,500,915,986,257,111,4519,10557,16321,1237,3162,6667,6976,367,32805
G0500950,2008,ARKANSAS,Monroe County,8492,607.122,123,101,8391,3453,306,562,1938,647,3536,3132,404,0,3267,29964,17084,1871,2310,2567,1587,1881,29,63,32,8,0,0,9,0,6,0,186,73,93,52,256,459,249,122,372,138,60,30,825,1940,3005,293,825,1615,1754,80,5043
G0500970,2008,ARKANSAS,Montgomery County,9490,779.88,311,109,9381,3753,345,452,2413,543,3537,3258,279,0,4099,35705,20010,1847,4460,4458,0,7,0,0,107,114,0,0,63,124,107,50,129,203,41,0,259,702,160,157,309,347,143,25,805,1163,4955,148,672,1092,2365,165,5868
G0500990,2008,ARKANSAS,Nevada County,9149,617.837,42,40,9109,3782,275,479,2515,513,4305,3827,464,14,2921,38375,21020,1806,2946,3016,1405,1590,45,0,26,0,0,0,0,2,80,39,190,303,96,22,355,432,198,105,426,278,42,94,951,1452,4031,168,725,1474,2062,99,5514
G0501010,2008,ARKANSAS,Newton County,8394,820.896,37,72,8322,3555,552,571,1922,510,3822,3638,184,0,2967,27441,15904,1879,4092,3902,26,2,0,4,20,17,0,0,21,0,148,162,87,270,77,5,279,564,274,92,243,226,92,51,675,1239,4353,149,541,1182,2588,190,4434
G0501030,2008,ARKANSAS,Ouachita County,26293,732.783,414,205,26088,10714,1148,1669,6363,1534,11619,10123,1486,10,9213,31259,18244,5160,7328,7722,4855,5720,20,18,17,64,0,0,74,24,140,311,251,871,331,155,974,1630,855,200,839,756,366,207,2973,5345,9845,708,2341,4346,5427,187,16333
G0501050,2008,ARKANSAS,Perry County,10435,551.402,199,60,10375,3952,379,530,2736,307,4503,4217,267,19,3954,43635,19844,1570,4924,5044,151,110,0,2,0,23,0,0,7,0,92,82,130,167,129,35,357,642,224,138,300,242,67,68,1218,1588,4959,128,633,1352,2743,184,6156
G0501070,2008,ARKANSAS,Phillips County,22412,695.663,277,73,22339,8325,747,1554,4578,1446,9330,7766,1548,16,7359,27361,15244,7176,3949,4057,6451,7753,12,13,0,0,0,0,49,38,35,55,453,797,228,48,1200,1153,527,239,759,426,236,105,2120,5726,6528,747,1974,5695,3097,177,13443
G0501090,2008,ARKANSAS,Pike County,11286,600.618,656,297,10989,4137,329,831,2536,441,4988,4511,477,0,3702,32806,18122,2318,5000,5100,245,149,0,13,48,97,0,0,327,200,89,18,215,181,149,22,298,625,207,251,378,344,48,86,940,1907,5030,159,815,1089,2727,150,7320
G0501110,2008,ARKANSAS,Poinsett County,24703,758.389,531,188,24515,9545,1121,1273,5817,1334,11142,9786,1326,30,8243,32267,16625,6274,10913,11514,790,928,4,16,30,44,0,29,63,21,115,236,376,693,265,60,972,1167,395,177,704,349,146,101,2883,4457,9763,536,2074,2742,4903,283,16775
G0501130,2008,ARKANSAS,Polk County,20490,857.679,1072,566,19924,8156,977,1337,5096,746,8778,8334,444,0,7342,32525,16913,4123,9298,9664,37,5,0,0,187,181,8,0,274,320,236,280,353,501,157,4,646,1729,275,293,733,770,220,124,2121,2708,9862,171,1604,1957,5473,251,12809
G0501150,2008,ARKANSAS,Pope County,60460,812.548,3602,1960,58500,22535,1678,3290,15539,2028,29874,27880,1976,18,18113,39841,19693,10585,27431,27873,988,917,247,300,227,201,0,0,451,718,576,531,725,2107,1278,357,1601,3111,1983,1098,1124,1368,393,425,6026,12642,26173,861,3029,6002,15568,509,38381
G0501170,2008,ARKANSAS,Prairie County,8839,647.958,27,7,8832,3563,252,570,2314,427,3876,3642,229,5,3235,35346,18134,1320,3745,3803,569,612,0,0,21,16,0,0,0,0,45,28,103,109,139,0,412,391,122,95,229,181,56,89,788,1429,4221,194,657,1048,2223,110,5458
G0501190,2008,ARKANSAS,Pulaski County,377060,759.763,19220,19925,357135,155160,9194,18994,113288,13684,199429,181831,14380,3218,95751,45121,27158,60727,111054,115869,60401,70183,3529,3889,571,636,12,61,2722,2211,2701,3221,4615,14377,12920,6014,6702,23193,19061,12322,4976,9151,5696,4230,40810,90894,141302,8441,18874,88854,70212,2277,215717
G0501210,2008,ARKANSAS,Randolph County,18049,652.191,219,247,17802,7255,903,1191,4197,964,7174,6594,580,0,7224,30222,18751,3472,8559,8953,78,36,19,84,25,25,0,0,15,0,66,189,123,645,360,47,431,925,420,209,631,506,64,0,1955,2633,8453,305,1318,2469,3615,235,11730
G0501250,2008,ARKANSAS,Saline County,102439,723.604,3388,2394,100045,39103,1951,4097,31040,2015,51392,48314,2944,134,29204,51502,24584,9954,46512,47560,2096,2223,443,446,394,249,0,16,736,564,656,544,952,3311,2893,686,1854,6624,3391,2011,1805,2748,1771,1161,10388,17604,47335,1563,4987,12695,30981,977,57786
G0501270,2008,ARKANSAS,Scott County,11226,892.32,753,527,10699,4341,511,743,2620,467,4800,4354,429,17,3914,36417,17668,2618,5241,5029,0,0,245,231,58,42,0,0,51,35,107,187,179,271,43,0,412,577,249,109,426,169,86,73,961,1673,5182,158,993,1053,2791,151,7231
G0501290,2008,ARKANSAS,Searcy County,8227,666.095,56,81,8146,3457,453,518,1904,582,3505,3333,172,0,3270,28811,15298,1802,3852,4058,0,0,21,12,57,68,0,0,0,0,54,105,66,223,48,107,346,480,145,50,351,94,64,68,898,1188,3849,134,745,961,2726,160,4380
G0501310,2008,ARKANSAS,Sebastian County,123847,531.911,14117,11185,112662,48572,3396,7758,33460,3958,59306,55548,3590,168,36819,39482,22284,22008,50136,52253,3518,4033,2266,2474,539,525,13,29,1376,1325,2763,2597,1926,4328,2133,562,2993,7308,3893,2296,2235,3338,1409,919,12917,24146,51359,2526,6730,13673,28637,902,80635
G0501330,2008,ARKANSAS,Sevier County,16636,565.126,4782,2819,13817,5849,356,1347,3710,436,7273,6677,575,21,4988,34383,15590,3755,5544,5957,235,451,46,74,136,140,0,0,2048,1672,151,182,311,578,170,0,426,860,245,203,283,294,188,45,1262,2789,7034,557,958,1291,3125,164,12056
G0501350,2008,ARKANSAS,Sharp County,17432,604.439,248,111,17321,7189,710,1270,4236,973,6306,5800,506,0,7859,31135,16570,3654,8251,8522,53,24,0,0,110,23,0,0,17,0,166,266,247,501,86,10,539,809,459,288,529,734,210,186,2162,2319,8174,312,1445,2436,4535,281,10180
G0501230,2008,ARKANSAS,St. Francis County,28302,634.771,1184,549,27753,9086,769,1574,4896,1847,10476,8934,1484,58,11741,27019,13693,7229,7105,5784,7523,7207,49,17,77,31,0,0,183,18,225,83,676,927,214,131,1380,1521,493,439,765,376,283,116,3490,7403,8651,1201,1770,5486,3917,102,18797
G0501370,2008,ARKANSAS,Stone County,12321,606.405,152,89,12232,4966,512,857,2815,782,5034,4767,267,0,5011,30380,16090,2849,5972,6211,0,0,22,0,7,0,0,0,24,8,57,20,97,234,78,8,438,816,277,211,459,373,173,50,1315,1809,5919,298,894,1598,3534,192,6997
G0501390,2008,ARKANSAS,Union County,42180,1039.214,1306,885,41295,16787,1445,2366,10655,2321,18264,16638,1589,37,14901,36464,20447,8827,13370,13712,6502,7321,95,175,59,56,0,0,193,200,258,239,748,1164,542,178,1431,2469,1318,622,1193,937,621,291,4331,8650,16793,1083,2856,6190,10677,312,25001
G0501410,2008,ARKANSAS,Van Buren County,17237,708.143,405,201,17036,7065,598,1275,4365,827,6643,6045,598,0,7496,31960,17999,3855,8231,8409,82,53,0,7,11,181,0,0,59,13,77,114,102,401,102,53,493,1250,391,216,572,810,448,147,1872,2528,7971,433,1542,2151,4276,276,10534
G0501430,2008,ARKANSAS,Washington County,197192,941.966,28588,21513,175679,75564,4811,10505,53644,6604,104019,97300,6548,171,48393,42303,22421,33934,79586,80635,3189,3009,2019,2149,1038,1515,1846,1755,8390,7636,2588,1837,3564,7198,6909,3066,3842,9026,6726,4719,2216,3057,1913,1707,16368,49680,78229,2828,7944,29021,37963,1396,128812
G0501450,2008,ARKANSAS,White County,74957,1035.075,2608,1724,73233,29049,2321,4362,19928,2438,35361,32648,2390,323,23586,39178,20900,11122,33609,35256,1314,1645,128,293,180,106,0,12,558,554,719,583,842,2405,1402,524,2101,3718,1965,1347,1555,1728,624,633,7138,13906,33891,1251,3886,6732,19467,756,48002
G0501470,2008,ARKANSAS,Woodruff County,7505,586.791,28,47,7458,3323,315,594,1811,603,3442,3100,314,28,2560,27186,18344,1713,2520,2683,1012,1185,0,0,0,6,5,4,0,7,41,42,75,151,70,0,315,420,158,46,284,98,92,15,835,1336,3136,189,604,1412,1206,143,4744
